v0,v1,i0,i1
0.0,0.028571428571428574,0.0,0.13875315416292552
0.028571428571428574,0.05714285714285715,0.13875315416292552,0.27760663213568404
0.05714285714285715,0.08571428571428572,0.27760663213568404,0.41451218223793007
0.08571428571428572,0.1142857142857143,0.41451218223793007,0.5393021301509926
0.1142857142857143,0.14285714285714285,0.5393021301509926,0.6430470018330525
0.14285714285714285,0.17142857142857143,0.6430470018330525,0.7371500520128977
0.17142857142857143,0.19999999999999998,0.7371500520128977,0.8192388774554488
0.19999999999999998,0.2285714285714286,0.8192388774554488,0.8777261208402141
0.2285714285714286,0.2571428571428572,0.8777261208402141,0.9238985667335587
0.2571428571428572,0.2857142857142857,0.9238985667335587,0.9697826849020782
0.2857142857142857,0.31428571428571433,0.9697826849020782,1.0
0.31428571428571433,0.34285714285714286,1.0,0.9987813348164057
0.34285714285714286,0.37142857142857144,0.9987813348164057,0.9830292436928845
0.37142857142857144,0.39999999999999997,0.9830292436928845,0.9540669017142757
0.39999999999999997,0.42857142857142855,0.9540669017142757,0.8681110675415882
0.42857142857142855,0.4571428571428572,0.8681110675415882,0.7924882155831382
0.4571428571428572,0.4857142857142857,0.7924882155831382,0.7301507363106979
0.4857142857142857,0.5142857142857143,0.7301507363106979,0.6309883532685259
0.5142857142857143,0.5428571428571428,0.6309883532685259,0.5674516015216869
0.5428571428571428,0.5714285714285714,0.5674516015216869,0.5150880118600228
0.5714285714285714,0.6,0.5150880118600228,0.45551879199083956
0.6,0.6285714285714287,0.45551879199083956,0.38524542313553056
0.6285714285714287,0.6571428571428571,0.38524542313553056,0.35517476362110006
0.6571428571428571,0.6857142857142857,0.35517476362110006,0.31717502048194723
0.6857142857142857,0.7142857142857143,0.31717502048194723,0.2513396204439592
0.7142857142857143,0.7428571428571429,0.2513396204439592,0.2426381032848288
0.7428571428571429,0.7714285714285715,0.2426381032848288,0.21961702104635772
0.7714285714285715,0.7999999999999999,0.21961702104635772,0.19906644466143777
0.7999999999999999,0.8285714285714285,0.19906644466143777,0.1679447060039657
0.8285714285714285,0.8571428571428571,0.1679447060039657,0.146914722483497
0.8571428571428571,0.8857142857142858,0.146914722483497,0.134375314134836
0.8857142857142858,0.9142857142857144,0.134375314134836,0.12154806216715945
0.9142857142857144,0.9428571428571428,0.12154806216715945,0.10015787544754871
0.9428571428571428,0.9714285714285714,0.10015787544754871,0.07782341186953405
0.9714285714285714,1.0,0.07782341186953405,0.0704653880008395
