v0,v1,i0,i1
0.0,0.04,0.0,0.09206542004907499
0.04,0.08,0.09206542004907499,0.18284883807741506
0.08,0.12,0.18284883807741506,0.2718681843746423
0.12,0.16,0.2718681843746423,0.3538757795507598
0.16,0.2,0.3538757795507598,0.4183258758591857
0.2,0.24,0.4183258758591857,0.47263715862769207
0.24,0.27999999999999997,0.47263715862769207,0.5177306051752714
0.27999999999999997,0.32,0.5177306051752714,0.569953065196076
0.32,0.36,0.569953065196076,0.6394948162674139
0.36,0.4,0.6394948162674139,0.7106706749553299
0.4,0.44000000000000006,0.7106706749553299,0.7515346137957466
0.44000000000000006,0.48,0.7515346137957466,0.8735794382755068
0.48,0.52,0.8735794382755068,0.9894359461867339
0.52,0.5599999999999999,0.9894359461867339,1.0
0.5599999999999999,0.6,1.0,0.9314958913382143
0.6,0.64,0.9314958913382143,0.7889552402235749
0.64,0.6799999999999999,0.7889552402235749,0.5973292454097962
0.6799999999999999,0.72,0.5973292454097962,0.35726772746955215
0.72,0.76,0.35726772746955215,0.15733810478953997
0.76,0.8,0.15733810478953997,0.04786422253965568
0.8,0.8400000000000001,0.04786422253965568,0.0016230383690777784
0.8400000000000001,0.8800000000000001,0.0016230383690777784,0.002371560395586237
0.8800000000000001,0.9199999999999999,0.002371560395586237,2.491248625054127e-14
0.9199999999999999,0.96,2.491248625054127e-14,5.850809040549082e-14
0.96,1.0,5.850809040549082e-14,5.850809040549082e-14
