v0,v1,i0,i1
0.0,0.025641025641025644,0.0,0.0820061171127393
0.025641025641025644,0.05128205128205129,0.0820061171127393,0.16968189422445898
0.05128205128205129,0.07692307692307693,0.16968189422445898,0.26387508689582906
0.07692307692307693,0.10256410256410257,0.26387508689582906,0.36329013320147074
0.10256410256410257,0.12820512820512822,0.36329013320147074,0.4681312217634601
0.12820512820512822,0.15384615384615385,0.4681312217634601,0.5803212147233876
0.15384615384615385,0.1794871794871795,0.5803212147233876,0.6929912528057887
0.1794871794871795,0.20512820512820515,0.6929912528057887,0.79182308407037
0.20512820512820515,0.23076923076923078,0.79182308407037,0.8720716584483375
0.23076923076923078,0.25641025641025644,0.8720716584483375,0.9479099471891429
0.25641025641025644,0.2820512820512821,0.9479099471891429,0.9944884690450463
0.2820512820512821,0.3076923076923077,0.9944884690450463,0.984406637412106
0.3076923076923077,0.33333333333333337,0.984406637412106,0.9838175580997521
0.33333333333333337,0.358974358974359,0.9838175580997521,1.0
0.358974358974359,0.38461538461538464,1.0,0.9268298073542678
0.38461538461538464,0.4102564102564103,0.9268298073542678,0.9111739711224422
0.4102564102564103,0.4358974358974359,0.9111739711224422,0.880668267602907
0.4358974358974359,0.46153846153846156,0.880668267602907,0.822968258379204
0.46153846153846156,0.48717948717948717,0.822968258379204,0.7504236862337852
0.48717948717948717,0.5128205128205129,0.7504236862337852,0.7327303840861948
0.5128205128205129,0.5384615384615385,0.7327303840861948,0.6778095679564429
0.5384615384615385,0.5641025641025642,0.6778095679564429,0.5885892478733176
0.5641025641025642,0.5897435897435898,0.5885892478733176,0.5562797652287612
0.5897435897435898,0.6153846153846154,0.5562797652287612,0.5227299450025653
0.6153846153846154,0.6410256410256411,0.5227299450025653,0.4433898906446013
0.6410256410256411,0.6666666666666667,0.4433898906446013,0.4523228555406018
0.6666666666666667,0.6923076923076924,0.4523228555406018,0.3636858978420366
0.6923076923076924,0.717948717948718,0.3636858978420366,0.34892266853223186
0.717948717948718,0.7435897435897436,0.34892266853223186,0.26144945926408997
0.7435897435897436,0.7692307692307693,0.26144945926408997,0.22548497376254298
0.7692307692307693,0.7948717948717949,0.22548497376254298,0.20766964172838642
0.7948717948717949,0.8205128205128206,0.20766964172838642,0.20614360510056048
0.8205128205128206,0.8461538461538461,0.20614360510056048,0.12047099233784334
0.8461538461538461,0.8717948717948718,0.12047099233784334,0.09345877373077573
0.8717948717948718,0.8974358974358975,0.09345877373077573,0.12091420158535714
0.8974358974358975,0.9230769230769231,0.12091420158535714,0.0007404553090957206
0.9230769230769231,0.9487179487179488,0.0007404553090957206,1.3419598041038702e-15
0.9487179487179488,0.9743589743589743,1.3419598041038702e-15,1.3950456042866351e-15
0.9743589743589743,1.0,1.3950456042866351e-15,1.5567509697412443e-15
