v0,v1,i0,i1
0.0,0.020833333333333336,0.0,0.06390305771597934
0.020833333333333336,0.04166666666666667,0.06390305771597934,0.13957770305118314
0.04166666666666667,0.0625,0.13957770305118314,0.22756689290945473
0.0625,0.08333333333333334,0.22756689290945473,0.32988149760347685
0.08333333333333334,0.10416666666666667,0.32988149760347685,0.44679280217853234
0.10416666666666667,0.125,0.44679280217853234,0.5756733989368652
0.125,0.14583333333333334,0.5756733989368652,0.7071782229282281
0.14583333333333334,0.16666666666666669,0.7071782229282281,0.816254839463894
0.16666666666666669,0.1875,0.816254839463894,0.9007248021235189
0.1875,0.20833333333333334,0.9007248021235189,0.9882408763641615
0.20833333333333334,0.22916666666666669,0.9882408763641615,1.0
0.22916666666666669,0.25,1.0,0.9298681740350297
0.25,0.27083333333333337,0.9298681740350297,0.9480913773303351
0.27083333333333337,0.2916666666666667,0.9480913773303351,0.8813308439749963
0.2916666666666667,0.3125,0.8813308439749963,0.6476192932147793
0.3125,0.33333333333333337,0.6476192932147793,0.6048435899022823
0.33333333333333337,0.3541666666666667,0.6048435899022823,0.5180840364739133
0.3541666666666667,0.375,0.5180840364739133,0.41745791471540855
0.375,0.3958333333333333,0.41745791471540855,0.4001322901409032
0.3958333333333333,0.4166666666666667,0.4001322901409032,0.37869062845982987
0.4166666666666667,0.43750000000000006,0.37869062845982987,0.3524202476980312
0.43750000000000006,0.45833333333333337,0.3524202476980312,0.33582552830097856
0.45833333333333337,0.47916666666666663,0.33582552830097856,0.31685646304815734
0.47916666666666663,0.5,0.31685646304815734,0.2899861778722175
0.5,0.5208333333333334,0.2899861778722175,0.26999472214772485
0.5208333333333334,0.5416666666666667,0.26999472214772485,0.24668595575543772
0.5416666666666667,0.5625000000000001,0.24668595575543772,0.21746470543739127
0.5625000000000001,0.5833333333333334,0.21746470543739127,0.19988971523666096
0.5833333333333334,0.6041666666666666,0.19988971523666096,0.16553536676775388
0.6041666666666666,0.625,0.16553536676775388,0.1326638884877492
0.625,0.6458333333333334,0.1326638884877492,0.11589536099134226
0.6458333333333334,0.6666666666666667,0.11589536099134226,0.10066609246384585
0.6666666666666667,0.6875,0.10066609246384585,0.06113301047318438
0.6875,0.7083333333333334,0.06113301047318438,0.04581212736987601
0.7083333333333334,0.7291666666666667,0.04581212736987601,0.04231377089651284
0.7291666666666667,0.75,0.04231377089651284,0.03302083978022129
0.75,0.7708333333333334,0.03302083978022129,0.01931003685900742
0.7708333333333334,0.7916666666666666,0.01931003685900742,0.004265365942552211
0.7916666666666666,0.8125,0.004265365942552211,0.003640616941390052
0.8125,0.8333333333333334,0.003640616941390052,0.0022993977747061936
0.8333333333333334,0.8541666666666666,0.0022993977747061936,0.0008474734732050144
0.8541666666666666,0.8750000000000001,0.0008474734732050144,0.0013230767643842964
0.8750000000000001,0.8958333333333334,0.0013230767643842964,0.003980255331146549
0.8958333333333334,0.9166666666666667,0.003980255331146549,0.010053534957605264
0.9166666666666667,0.9375,0.010053534957605264,0.003540465826336311
0.9375,0.9583333333333333,0.003540465826336311,0.046487615098439676
0.9583333333333333,1.0,0.046487615098439676,1.7009864598161175e-13
