x,y
0.0,0.0
0.05,0.4601503999999999
0.1,0.8246269
0.15,1.046952
0.2,1.114535
0.25,1.190005
0.3,1.184635
0.35,1.2552759999999998
0.4,1.310588
0.45,1.331142
0.5,1.492234
0.55,1.588143
0.6,1.714465
0.65,1.769613
0.7,1.837797
0.75,2.104432
0.8,2.36391
0.85,2.532349
0.9,2.266783
0.95,1.6153579999999998
1.0,0.4568038
1.05,0.1000046
1.1,0.307716
1.15,0.772887
1.2,1.452842
1.25,2.071662
1.3,3.070488
1.35,2.365045
1.4,0.0356983899999999
