x,y
0.0,0.0
0.05,0.4630216
0.1,1.008154
0.15,1.633081
0.2,2.244731
0.25,2.685341
0.3,2.744604
0.35,2.785167
0.4,2.42827
0.45,2.126802
0.5,1.811484
0.55,1.3745809999999998
0.6,1.2169249999999998
0.65,0.8969176
0.7,0.8166289
0.75,0.5625133
0.8,0.4198006
0.85,0.2550166
0.9,0.1458132
0.95,0.1446425
1.0,0.02229925
1.05,0.001905447
1.1,0.01368031
1.15,0.1031835
1.2,0.4399852
1.25,1.365632
1.3,3.108773
